Number,jid,owner,seq,scn,shot,dept,version,title,first_task,last_task,spool_time,start_time,stop_time,pause_time,num_tasks,num_done,num_ready,num_error,num_active,num_blocked,elapsed_secs,tid,title,state,ready_time,active_time,state_time,retry_count
,,,,,,,,,,,,,,,,,,,,,,32,Processing 1031-1031,done,2015-10-18 03:47:36.179422+08,2015-10-18 03:47:36.200637+08,2015-10-18 04:48:01.237577+08,98
,,,,,,,,,,,,,,,,,,,,,,33,Processing 1032-1032,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,88
,,,,,,,,,,,,,,,,,,,,,,34,Processing 1033-1033,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,87
,,,,,,,,,,,,,,,,,,,,,,35,Processing 1034-1034,done,2015-10-10 16:32:42.289+08,2015-10-10 16:34:18.23305+08,2015-10-10 17:29:05.257+08,0
,,,,,,,,,,,,,,,,,,,,,,36,Processing 1035-1035,ready,2015-10-18 06:05:46.71217+08,,2015-10-18 06:05:46.71217+08,92
,,,,,,,,,,,,,,,,,,,,,,37,Processing 1036-1036,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,83
,,,,,,,,,,,,,,,,,,,,,,38,Processing 1037-1037,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,102
,,,,,,,,,,,,,,,,,,,,,,39,Processing 1038-1038,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,99
,,,,,,,,,,,,,,,,,,,,,,40,Processing 1039-1039,done,2015-10-11 13:20:48.554+08,2015-10-11 13:36:27.992839+08,2015-10-11 14:49:33.377+08,1
,,,,,,,,,,,,,,,,,,,,,,41,Processing 1040-1040,done,2015-10-12 18:08:40.782+08,2015-10-12 18:11:57.389801+08,2015-10-12 20:11:58.881+08,21
,,,,,,,,,,,,,,,,,,,,,,42,Processing 1041-1041,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,79
,,,,,,,,,,,,,,,,,,,,,,43,Processing 1042-1042,done,2015-10-10 16:35:46.454563+08,2015-10-10 16:35:46.455864+08,2015-10-10 17:36:17.269+08,1
,,,,,,,,,,,,,,,,,,,,,,44,Processing 1043-1043,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,64
,,,,,,,,,,,,,,,,,,,,,,45,Processing 1044-1044,done,2015-10-10 16:35:46.451+08,2015-10-10 16:36:23.44632+08,2015-10-10 17:35:44.015+08,0
,,,,,,,,,,,,,,,,,,,,,,46,Processing 1045-1045,done,2015-10-12 18:28:54.139+08,2015-10-12 18:32:42.07588+08,2015-10-12 18:56:29.996+08,21
,,,,,,,,,,,,,,,,,,,,,,47,Processing 1046-1046,done,2015-10-16 18:45:56.135337+08,2015-10-16 18:45:56.155082+08,2015-10-16 19:51:47.255+08,77
,,,,,,,,,,,,,,,,,,,,,,48,Processing 1047-1047,done,2015-10-10 16:35:46.451+08,2015-10-10 16:36:55.615743+08,2015-10-10 17:37:45.977+08,0
,,,,,,,,,,,,,,,,,,,,,,49,Processing 1048-1048,done,2015-10-10 16:35:46.451+08,2015-10-10 16:39:54.108975+08,2015-10-10 17:40:46.324+08,0
,,,,,,,,,,,,,,,,,,,,,,50,Processing 1049-1049,done,2015-10-10 16:35:46.451+08,2015-10-10 16:41:42.49172+08,2015-10-10 17:44:59.823+08,0
,,,,,,,,,,,,,,,,,,,,,,51,Processing 1050-1050,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,70
,,,,,,,,,,,,,,,,,,,,,,52,Processing 1051-1051,done,2015-10-10 16:35:46.451+08,2015-10-10 16:49:20.542822+08,2015-10-10 18:22:05.302+08,0
,,,,,,,,,,,,,,,,,,,,,,53,Processing 1052-1052,done,2015-10-11 13:20:48.554+08,2015-10-11 13:42:12.783719+08,2015-10-11 15:43:55.368+08,1
,,,,,,,,,,,,,,,,,,,,,,54,Processing 1053-1053,done,2015-10-10 16:35:46.451+08,2015-10-10 17:01:25.006232+08,2015-10-10 18:56:27.789+08,0
,,,,,,,,,,,,,,,,,,,,,,55,Processing 1054-1054,done,2015-10-10 16:35:46.451+08,2015-10-10 17:03:53.561007+08,2015-10-10 19:08:06.301+08,0
,,,,,,,,,,,,,,,,,,,,,,56,Processing 1055-1055,done,2015-10-10 16:35:46.451+08,2015-10-10 17:21:02.610442+08,2015-10-10 19:35:13.385+08,0
,,,,,,,,,,,,,,,,,,,,,,57,Processing 1056-1056,done,2015-10-10 16:35:46.451+08,2015-10-10 17:23:25.226445+08,2015-10-10 18:58:33.193+08,0
,,,,,,,,,,,,,,,,,,,,,,58,Processing 1057-1057,done,2015-10-10 16:35:46.451+08,2015-10-10 17:24:20.623955+08,2015-10-10 18:52:38.518+08,0
,,,,,,,,,,,,,,,,,,,,,,59,Processing 1058-1058,done,2015-10-10 16:35:46.451+08,2015-10-10 17:24:25.642454+08,2015-10-10 18:48:56.009+08,0
,,,,,,,,,,,,,,,,,,,,,,60,Processing 1059-1059,done,2015-10-10 17:25:14.303108+08,2015-10-10 17:25:14.304545+08,2015-10-10 18:46:36.566+08,1
,,,,,,,,,,,,,,,,,,,,,,61,Processing 1060-1060,done,2015-10-10 17:25:14.301+08,2015-10-10 17:25:44.315501+08,2015-10-10 18:46:10.61+08,0
,,,,,,,,,,,,,,,,,,,,,,62,Processing 1061-1061,done,2015-10-10 17:25:14.301+08,2015-10-10 17:25:45.348+08,2015-10-10 18:45:58.506+08,0
,,,,,,,,,,,,,,,,,,,,,,63,Processing 1062-1062,done,2015-10-10 17:25:14.301+08,2015-10-10 17:26:00.262724+08,2015-10-10 18:46:07.573+08,0
,,,,,,,,,,,,,,,,,,,,,,64,Processing 1063-1063,done,2015-10-10 17:25:14.301+08,2015-10-10 17:26:29.277152+08,2015-10-10 18:46:01.583+08,0
,,,,,,,,,,,,,,,,,,,,,,65,Processing 1064-1064,done,2015-10-10 17:25:14.301+08,2015-10-10 17:26:39.295635+08,2015-10-10 18:46:05.457+08,0
,,,,,,,,,,,,,,,,,,,,,,66,Processing 1065-1065,done,2015-10-10 17:26:49.996+08,2015-10-10 17:26:56.474202+08,2015-10-10 18:44:39.479+08,0
,,,,,,,,,,,,,,,,,,,,,,67,Processing 1066-1066,done,2015-10-10 17:26:49.996+08,2015-10-10 17:27:10.046305+08,2015-10-10 18:59:26.52+08,0
,,,,,,,,,,,,,,,,,,,,,,68,Processing 1067-1067,done,2015-10-10 17:26:49.996+08,2015-10-10 17:27:29.120342+08,2015-10-10 18:40:07.029+08,0
,,,,,,,,,,,,,,,,,,,,,,69,Processing 1068-1068,done,2015-10-10 17:26:49.996+08,2015-10-10 17:27:44.028256+08,2015-10-10 18:32:37.042+08,0
,,,,,,,,,,,,,,,,,,,,,,70,Processing 1069-1069,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,77
,,,,,,,,,,,,,,,,,,,,,,71,Processing 1070-1070,done,2015-10-17 01:03:18.223+08,2015-10-17 01:03:42.699208+08,2015-10-17 02:51:16.625+08,68
,,,,,,,,,,,,,,,,,,,,,,72,Processing 1071-1071,done,2015-10-18 03:50:18.993087+08,2015-10-18 03:50:21.019481+08,2015-10-18 04:48:01.240351+08,74
,,,,,,,,,,,,,,,,,,,,,,73,Processing 1072-1072,done,2015-10-18 03:39:21.48173+08,2015-10-18 03:39:23.493792+08,2015-10-18 04:48:01.243147+08,70
,,,,,,,,,,,,,,,,,,,,,,74,Processing 1073-1073,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,80
,,,,,,,,,,,,,,,,,,,,,,75,Processing 1074-1074,ready,2015-10-18 06:05:46.71+08,,2015-10-18 06:05:46.71+08,71
,,,,,,,,,,,,,,,,,,,,,,76,Processing 1075-1075,done,2015-10-11 13:20:48.554+08,2015-10-11 13:42:42.20648+08,2015-10-11 14:54:50.08+08,2
,,,,,,,,,,,,,,,,,,,,,,77,Processing 1076-1076,done,2015-10-10 17:29:24.796+08,2015-10-10 17:29:36.300209+08,2015-10-10 18:30:47.275+08,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
